	IDRegent	Geslachtsnaam	Tussenvoegsel	IDAdellijkeTitel	IDAcademischeTitel	Voornaam	Adel	Adelspredikaat	Heerlijkheid	Heerlijkheid2	Geboortejaar	OnbepaaldGeboortedatum	Overlijdensjaar	OnbepaaldOverlijdensdatum	Opmerkingen	Opmerkingen2	Periode	overlijdensdag	overlijdensmaand
2196	2441	Casteleyn		1.0		Christiaen	0				1670.0	0	1735	0			1	18.0	1.0
2197	2442	Hennekyn		1.0		Gualterus	0				1654.0	0	1738	0			1	16.0	6.0
2198	2443	Hoeven	van der	1.0	4.0	Elias	0				1698.0	0	1767	0	Vroedschap: ontslagen 1748.		1	31.0	12.0
2199	2444	Does	van der	1.0	4.0	Johan Hendrik	0		Goudswaard		1727.0	0	1781	0			1	15.0	9.0
2200	2445	Hogendorp	van	4.0		Johan FranÃ§ois	1				1746.0	0	1831	0	"Binnenlandse adelstitel: 1815
Buitenlandse adelstitel: graaf H.R.R."		1	18.0	10.0
2201	2446	Meer	van der	1.0		Frans Jansz.	0					0		0	Vroedschap: eindjaar tussen 1666 (laatste maal burgemeester) en 1672.		1		
2202	2447	Mathenesse	van	1.0		Willem	0		Rasquart			0		0			1		
2203	2448	Erp	van	1.0		Johan Pietersz.	0					0		0			1		
2204	2449	Venlo		1.0		Johan Eliasz.	0				1614.0	1	1667	0			1	11.0	1.0
2205	2450	Nolthenius		1.0		Abraham	0					0	1683	0		Persoonsgegevens: begraven op 11 mei.	1		
2206	2451	Bicker		1.0	4.0	Jan	0				1626.0	0	1657	0		Persoonsgegevens: begraven op 29 december.	1		12.0
2207	2452	Meer	van der	1.0		David	0					0	1666	0			1	26.0	6.0
2208	2454	Schrijver		1.0		Willem	0				1608.0	0	1661	0			1	17.0	10.0
2209	2455	Fuds		1.0		Adriaen Cornelisz.	0					0	1668	0		Persoonsgegevens: begraven op 4 december.	1		
2210	2456	Jager		1.0		Claes Willemsz.	0					0		0			1		
2211	2457	Schaep		1.0		Johan Bernard	0				1633.0	0	1666	0		Persoonsgegevens: begraven op 6 juli.	1		
2212	2458	Houtingh		1.0		Willem Pietersz.	0					0	1670	0		Persoonsgegevens: begraven op 15 januari.	1		
2213	2459	Ockersse		1.0	4.0	Daniel	0				1621.0	0	1680	0			1	28.0	9.0
2214	2460	Roos		1.0		Maerten Albertsz.	0					0	1676	0			1	4.0	7.0
2215	2461	Houten	van	1.0		Jacob	0					0	1678	0			1		
2216	2462	Cortleven		1.0		Adam Jacobsz.	0					0	1684	0	Persoonsgegevens: Bonke geeft 17 april als overlijdens-, De Nederlandsche Leeuw als begraafdatum.		1		4.0
2217	2463	Vladeracken	van	1.0		Gerard	0					0	1674	0			1	3.0	11.0
2218	2464	Baen (de jonge)		1.0		Jacob Jansz.	0					0		0	Vroedschap: ontslagen 1672.		1		
2219	2465	Hudde		1.0	4.0	Hendrick	0				1619.0	0	1677	0			1	31.0	3.0
2220	2466	Backer		1.0	3.0	Willem	0				1608.0	0	1686	0	Vroedschap: ontslagen 1672.		1	20.0	0.0
2221	2467	Groot	de	1.0	4.0	Pieter	0					0		0	Persoonsgegevens: mogelijk identiek met de pensionaris van Amsterdam (zie De Nederlandsche Leeuw 43 (1925) 170, J.E. Elias, De vroedschap van Amsterdam, 1578-1795 I (Haarlem 1905) 79).		1		
2222	2468	Overtwater		1.0		Pieter Jansz.	0					0		0			1		
2223	2469	Linde	van der	1.0		Gerrit Joosten	0					0	1658	0			1		
2224	2471	Block		1.0		Adriaen Jansz.	0					0		0			1		
2225	2472	Recx		1.0		Pouwels Jacobsz.	0					0		0			1		
2226	2473	Juynbol		1.0		Nicolaes	0					0	1684	0			1	13.0	10.0
2227	2475	Cleijburgh		1.0		Adriaen	0					0	1690	0			1		
2228	2476	Cools		1.0		Lodewijk	0					0	1691	0			1	24.0	12.0
2229	2477	Graeff	van der	1.0		Adriaen Sebastiaensz.	0					0	1681	0			1	24.0	10.0
2230	2478	Jongh	de	1.0		Francois	0					0		0			1		
2231	2479	Mewen	van	1.0	4.0	Jacob Johansz.	0				1643.0	0	1702	0			1	27.0	11.0
2232	2480	Carpentier	de	1.0		Pieter Roelandsz.	0				1651.0	0	1687	0			1	12.0	6.0
2233	2481	Buys		1.0		Hendrik	0					0	1686	0			1		
2234	2482	Neurenburg	van	1.0		Jacob Johansz.	0					0	1688	0			1	22.0	11.0
2235	2483	Huygens		1.0		Lodewijk	0				1631.0	0	1699	0			1	30.0	6.0
2236	2484	Steenhuysen	van	1.0		Johan Dircksz.	0				1619.0	1	1692	0	Vroedschap: ontslagen 1672 wegens vertrek naar Beverwijk.		1		
2237	2485	Spiegel		1.0		Dirk	0				1631.0	0	1685	0			1		
2238	2486	Sijes		1.0		Dirck Jacobsz.	0					0	1683	0		Persoonsgegevens: begraven op 29 januari.	1		1.0
2239	2487	Roos		1.0		Cornelis Jansz.	0					0		0	Vroedschap: ontslagen 1679 wegens verhuizing naar Hoorn.		1		
2240	2489	Cock		1.0		Hendrick	0				1627.0	0	1704	0			1	25.0	4.0
2241	2490	Buyskes		1.0		Gerrit	0				1636.0	0	1696	0			1	29.0	11.0
2242	2491	Steenhuysen	van	1.0		Pieter Jansz.	0				1621.0	1	1692	0			1	14.0	4.0
2243	2492	Schonen	van	1.0		Nicolaes	0					0	1682	0			1	22.0	3.0
2244	2493	Verwer		1.0		Dirck Heyndricksz.	0					0		0			1		
2245	2494	Bloem		1.0		Cornelis Florisz.	0					0	1683	0		Persoonsgegevens: begraven op 24 december.	1		12.0
2246	2495	Vrijburgh		1.0	4.0	Pieter	0					0	1681	0			1	27.0	4.0
2247	2496	Moor	de	1.0		Johan	0					0		0			1		
2248	2498	Homan		1.0	4.0	Joan	0				1638.0	0	1705	0			1		
2249	2500	Veen	van	1.0		Simon	0					0	1690	0	Vroedschap: ontslagen 1682 wegens benoeming tot schout.		1		
2250	2501	Schagen		1.0		Gerard	0				1628.0	0	1690	0			1	6.0	2.0
2251	2504	Neck	van	1.0	4.0	Jacob Jacobsz.	0				1629.0	0	1687	0			1	13.0	1.0
2252	2505	Kaiser		1.0	4.0	Jacob	0				1642.0	0	1691	0	Persoonsgegevens: Bossaers geeft afwijkend geboortejaar 1642.		1	24.0	12.0
2253	2506	Mars van Hoorn		1.0	4.0	Joannes Jacobsz.	0					0		0	Vroedschap: ontslagen 1672.		1		
2254	2507	Velius		1.0		Thymon	0				1644.0	0	1692	0			1	17.0	8.0
2255	2509	Ericksz.		1.0		Barent	0					0	1627	0			1		
2256	2510	Roosterman		1.0		Jan Dircksz.	0					0	1629	0			1		
2257	2511	Maertsz.		1.0		Cornelis	0					0		0			1		
2258	2513	Vervoorn		1.0		Jacob Reijersz.	0					0	1620	0			1	24.0	6.0
2259	2514	Berch	van den	1.0		Dirk Dirksz.	0					0		0			1		
2260	2515	Heijckes		1.0		Claes Sijmen	0					0	1625	0		Persoonsgegevens: begraven op 26 januari.	1		1.0
2261	2516	Slingeland	van	1.0		Govert Corstiaensz.	0					0		0			1		
2262	2518	Teylingen Bas	van	1.0		Pieter Jacobsz.	0				1563.0	0	1617	0		Persoonsgegevens: begraven op 1 augustus.	1		7.0
2263	2519	Stoop		1.0		Jan Pietersz.	0					0	1634	0	Vroedschap: ontslagen 1618.		1		
2264	2520	Stoop		1.0		Jan Jacobsz.	0					0	1633	0			1		
2265	2521	Houtcooper	de Jonge	1.0		Willem Cornelisz.	0				1555.0	0	1618	0			1		
2266	2522	Jansz.		1.0		Gerbrant	0					0	1617	0		Persoonsgegevens: overleden vÃ³Ã³r 3 juli.	1		
2267	2523	Philipsz.		1.0		Jan	0					0		0			1		
2268	2524	Hases		1.0		Willem Pietersz.	0					0	1622	1	Vroedschap: ontslagen 1618.		1		
2269	2525	Schram		1.0		Wijbrandt Jansz.	0				1583.0	0	1626	0	Vroedschap: 'Namen van de etc.' geeft zitting 1613-1626, Bonke 1615-1625.		1		
2270	2526	Baenman		1.0		Jan Dircxz.	0					0		0	Vroedschap: ontslagen 1618.		1		
2271	2527	Gracht		1.0		Jacob Jansz.	0					0		0	Vroedschap: ontslagen 1618.		1		
2272	2528	Hasselt	van	1.0		Pieter	0					0		0			1		
2273	2529	Verdoes		1.0		Abraham Jaspersz.	0					0	1634	0			1		
2274	2530	Aems		1.0		Pieter Cornelisz.	0					0	1625	0	Persoonsgegevens: overlijden (en daarmee einde vroedschap) mogelijk eind 1624.		1		
2275	2531	Verwen	van der	1.0		Johan Cornelisz.	0					0	1634	0			1	22.0	6.0
2276	2532	Viscroon		1.0		Cornelis Claesz.	0					0	1624	0		Persoonsgegevens: begraven op 12 februari.	1		
2277	2533	Keerssemaker		1.0		Jan Claesz.	0					0	1623	0	Persoonsgegevens: Jaarverslag Oud Monnickendam geeft overlijden tussen 9 augustus 1622 en 8 augustus 1623. Gezien de aanvangsdatum 28 januari van Keerssemakers opvolger in de Admiraliteit in het Noorderkwartier, Claes Sijmen Heijckes, is overlijden begin januari 1623 aannemelijk.		1		1.0
2278	2534	Spiegel		1.0		Hendrick Laurensz.	0				1549.0	0	1612	0			1		
2279	2535	Bie	de	1.0		Nicolaes	0					0		0			1		
2280	2536	Crom van Asperen		1.0		Cornelis Folpertsz.	0					0		0			1		
2281	2537	Moutmaker		1.0		Hendrick Willemsz.	0					0	1630	0			1		
2282	2538	Brouwer		1.0		Cornelis Claesz.	0					0	1636	0		Persoonsgegevens: begraven op 22 oktober.	1		10.0
2283	2539	Berkhout	Teding van	1.0	4.0	Gerbrant	0				1630.0	1	1698	0	Vroedschap: ontslagen 1672. Bossaers geeft 1680 als aanvangsjaar voor tweede vroedschapsperiode. 1681 uit Jaarverslag Oud Monnickendam is echter juist (verificatie bij auteur L. Appel).		1		
2284	2541	Cloeck		1.0	4.0	Nanningh	0				1643.0	0	1702	0			1	26.0	7.0
2285	2542	Graeff	van der	1.0		Pieter Ponsz.	0					0		0			1		
2286	2543	Hoots		1.0		Claes Adriaensz.	0					0		0			1		
2287	2544	Bosschaert		1.0		Willem Lodewijcksz.	0					0	1698	0			1	13.0	12.0
2288	2545	Segwaert		1.0		Bartholomeus Meynertsz.	0					0		0			1		
2289	2546	Hage		1.0		Johan	0					0		0	Vroedschap: ontslagen 1705.		1		
2290	2547	Valckenier		1.0		Wouter	0				1650.0	0	1707	0			1	24.0	10.0
2291	2548	Crap		1.0	4.0	Willem	0				1635.0	0	1702	0			1	2.0	10.0
2292	2549	Beverwijk		1.0		Ewoud	0					0	1689	0			1		
2293	2550	Jong	de	1.0		Frederik	0				1651.0	0	1694	0			1		
2294	2551	Roos		1.0		Albert	0				1654.0	0	1701	0			1		
2295	2552	Butenius		1.0	3.0	Nicolaas	0				1651.0	1	1725	0	Vroedschap: Bossaers heeft 1686 als aanvangsjaar. 1688 uit Jaarverslag Oud Monnickendam is echter juist (verificatie bij auteur L. Appel).		1		
2296	2553	Vis		1.0	4.0	Hilbrand	0				1655.0	0	1704	0			1	27.0	1.0
2297	2554	Spiegelmaker		1.0		Jan Dircksz.	0				1651.0	0	1710	0			1		
2298	2555	Buyskes		1.0		Sybrant	0				1629.0	0	1679	0			1	26.0	10.0
2299	2556	Briel		1.0	4.0	Jacob	0				1666.0	0	1737	0			1		6.0
2300	2557	Steenis		1.0		Richard Johansz.	0					0	1710	0			1		
2301	2558	Cletcher		1.0		Johan Thomasz.	0				1647.0	0	1715	0	Persoonsgegevens: Wapenheraut geeft afwijkende overlijdensdatum 15 in plaats van 19 april.		1	19.0	4.0
2302	2559	Wijtmans		1.0		Nicolaas Jacobsz.	0				1648.0	1	1720	0		Persoonsgegevens: begraven op 5 april.	1		
2303	2560	Molewater		1.0	4.0	Pieter	0				1668.0	0	1741	0	Vroedschap: ontslagen 1738.		1	19.0	11.0
2304	2561	Hallincg		1.0	4.0	Johan Johansz.	0				1660.0	0	1728	0			1	10.0	9.0
2305	2562	Gallas		1.0	4.0	Eduard	0				1675.0	0	1725	0		Persoonsgegevens: begraven op 13 mei.	1		
2306	2563	Schilthouwer		1.0		Johan Johansz.	0					0	1726	0	Overig: volgens Van der Lely Gecommitteerde Raad 1710-1712, maar dit wordt door andere bronnen niet bevestigd.		1	25.0	6.0
2307	2567	Jongemaats		1.0	3.0	Symon	0				1653.0	0	1705	0			1	5.0	6.0
2308	2569	Trip		1.0	4.0	Jacobus	0				1671.0	0	1728	0			1	17.0	2.0
2309	2570	Jongh	de	1.0		Anthony	0				1660.0	0	1727	0			1		
2310	2571	Brouwer		1.0		Hendrik	0				1678.0	0	1740	0			1		
2311	2572	Backer		1.0	4.0	Jan Cornelisz.	0				1662.0	0	1748	0			1	27.0	1.0
2312	2574	Marck	van der	1.0	4.0	Nicolaes Thomasz.	0		de Leur			0		0			1		
2313	2575	Peursum	van	1.0		Cornelis	0					0	1714	0		Persoonsgegevens: begraven op 20 februari.	1		2.0
2314	2576	Does	van der	1.0	4.0	Hendrik Hendriksz.	0				1646.0	0	1726	0			1	6.0	1.0
2315	2577	Vis		1.0	4.0	Pieter	0				1681.0	0	1720	0			1	23.0	4.0
2316	2578	Handt		1.0	3.0	Sijbrand	0				1664.0	0	1721	0			1	25.0	9.0
2317	2579	Hoogtwoud		1.0	4.0	Joan	0				1681.0	0	1728	0			1	30.0	3.0
2318	2580	Levendigh		1.0		Maarten	0				1671.0	0	1742	0			1		
2319	2581	Veldhuijs		1.0	4.0	Pieter	0				1664.0	0	1742	0			1		
2320	2582	Hairen	van	1.0		Lambert Johansz.	0					0	1718	0			1	9.0	5.0
2321	2583	Jong	de	1.0		Andries Jonasz.	0					0		0	Vroedschap: ontslagen op eigen verzoek 1763.		1		
2322	2586	Wassenaer-Obdam	van	4.0		Unico Wilhelm	1		Wassenaar	Lage, Twickel, Obdam, Hensbroek, Spierdijk, Wogmeer, Zuidwijk, Kernhem, Weldam, Olidam	1692.0	0	1766	0			1	9.0	11.0
2323	2587	Does	van der	1.0		Cornelis Hendriksz.	0				1691.0	0	1777	0	"Persoonsgegevens: Algemeen Nederlandsch Familieblad 1887 geeft afwijkend geboortejaar 1690.
Vroedschap: Van Zomeren geeft afwijkend aanvangsjaar 1724."		1	6.0	6.0
2324	2588	Hoogwerf	van	1.0		Pieter	0					0	1737	0	"Vroedschap: ontslagen 1727.
Overig: afkomstig uit Leiden."		1		
2325	2589	Langereis		1.0	4.0	Cornelis	0				1685.0	1	1745	0			1	31.0	3.0
2326	2590	Hooft		1.0	4.0	Daniel	0		Vreeland		1675.0	0	1743	0			1	7.0	11.0
2327	2591	Ruyter		1.0	4.0	Cornelis	0				1686.0	0	1740	0			1	8.0	5.0
2328	2592	Koel		1.0		Simon Willemsz.	0				1671.0	1	1732	0		Persoonsgegevens: begraven op 18 juli.	1		7.0
2329	2594	Bernard		1.0	4.0	Jean	0		Kattenbroek en Uiterdijken van Mastwijk		1698.0	0	1736	0			1	5.0	2.0
2330	2595	Groenevelt		1.0		Pieter Stevensz.	0					0	1738	0			1	3.0	1.0
2331	2596	Burch	van der	1.0	4.0	Reyer Francksz.	0				1685.0	0	1739	0			1	20.0	2.0
2332	2597	Gomar		1.0	3.0	Franciscus Petrus	0				1684.0	1	1752	0			1		
2333	2598	Winter	de	1.0	4.0	Pieter	0				1655.0	0	1739	0			1		
2334	2599	Bije	de	1.0	4.0	Adriaen IJsbrandsz.	0				1698.0	0	1752	0			1	1.0	2.0
2335	2600	Hoogwerf	van	1.0		George	0				1691.0	0	1774	0	Vroedschap: ontslagen op eigen verzoek 1757.		1		1.0
2336	2601	Onderwater		1.0		Mattheus Pietersz.	0				1687.0	0	1754	0			1	17.0	8.0
2337	2602	Wassenaer-Obdam	van	4.0		Jacob Jan	1		Wassenaar	Lage, Obdam, Hensbroek, Spierdijk, Wogmeer, Zuidwijk, Weldam, Olidam	1724.0	0	1779	0			1	25.0	12.0
2338	2603	Hoolwerf	van	1.0	3.0	Jacob	0				1676.0	0	1742	0			1	22.0	4.0
2339	2604	Sautijn		1.0	4.0	Jan	0				1680.0	0	1750	0			1		
2340	2605	Foreest	van	1.0	4.0	Nanning	0		Petten	Nolmerban.	1682.0	0	1745	0			1	15.0	8.0
2341	2606	Meer	van der	1.0	4.0	Jeremias	0				1713.0	0	1746	0			1	7.0	2.0
2342	2607	Oetgens van Waveren		1.0		Bonaventura	0		Waveren	Botshol, Ruige Wilnis	1700.0	0	1761	0			1	8.0	1.0
2343	2608	Mogge		1.0	4.0	Iman	0		Haamstede	Koudekerke, Welland, Westerbander duinen	1707.0	0	1737	0			1	4.0	9.0
2344	2609	Hasselaer		1.0	4.0	Nicolaas Cornelis	0		Westerdijkshorn		1703.0	0	1741	0			1	7.0	10.0
2345	2610	Hoogeveen	van	1.0	4.0	Adriaen Gerardsz.	0				1697.0	0	1753	0			1	4.0	1.0
2346	2612	Veer	de	1.0	4.0	Quintijn Johansz.	0				1686.0	0	1761	0			1	18.0	2.0
2347	2613	Barnevelt	van	1.0		Martinus	0		Krimpen aan de Lek	Engelen, Vlijmen, Noordeloos	1692.0	1	1775	0	Vroedschap: volgens Van Zomeren aanvang 1727.		1	17.0	1.0
2348	2614	Verschoor		1.0	4.0	Matthijs Rijniersz.	0		Oud- en Nieuw Cleyburch		1702.0	0		0	Vroedschap: ontslagen 1758 wegens vertrek uit Delft.		1		
2349	2615	Mouchon		1.0	4.0	Adriaen Willemsz.	0				1701.0	0	1772	0			1	1.0	9.0
2350	2616	Gevaerts		1.0	4.0	Paulus	0		Gansooien		1697.0	0	1770	0			1	22.0	6.0
2351	2617	Dussen	van der	1.0	4.0	Hendrik Arentsz.	0				1710.0	0	1765	0			1	18.0	7.0
2352	2618	Berchem	van	1.0	4.0	Maximiliaan	0				1706.0	1	1761	0	Persoonsgegevens: Algemeen Nederlandsch Familieblad 1892 geeft afwijkende overlijdensdatum 10 in plaats van 18 november.		1	18.0	11.0
2353	2619	Witt	de	1.0	4.0	Cornelis Johansz.	0				1696.0	0	1769	0			1	14.0	10.0
2354	2620	Voogd		1.0	4.0	Leendert	0					0	1767	0			1	8.0	4.0
2355	2621	Daey		1.0	4.0	Hendrik Nanning	0				1712.0	0	1772	0			1		
2356	2622	Stuurman		1.0		Christiaan	0				1688.0	0	1759	0			1		
2357	2623	Schellinger		1.0		Aris	0				1683.0	0	1761	0			1		
2358	2624	Leeuw	de	1.0		Roelof Pietersz.	0				1692.0	0	1763	0		Persoonsgegevens: begraven op 30 april.	1		4.0
2359	2626	Lestevenon		1.0		FranÃ§ois	0				1702.0	0	1767	0			1	9.0	8.0
2360	2627	Rothe	de	1.0	4.0	Joan	0				1697.0	0	1765	0			1	20.0	7.0
2361	2628	Brouwer		1.0		Johannes Bastiaansz.	0				1691.0	1	1762	0			1		
2362	2629	Overveld	van	1.0		Adrianus	0					0		0			1		
2363	2630	Bruyn	de	1.0		Bartholomeus	0				1698.0	1	1776	0			1	24.0	4.0
2364	2631	Ouwens		1.0	4.0	Nicolaes	0				1711.0	1	1782	0			1	21.0	2.0
2365	2632	Brandeler	van den	1.0	4.0	FranÃ§ois Johansz.	0				1708.0	0	1777	0			1	17.0	4.0
2366	2633	Beels		1.0	4.0	Theodorus	0				1707.0	1	1775	0			1	8.0	6.0
2367	2634	Sluys	van der	1.0	4.0	Andreas	0				1720.0	1	1803	0			1		
2368	2635	Schagen		1.0	4.0	Joan Allard	0				1713.0	0	1768	0			1	7.0	7.0
2369	2636	Oudewagen		1.0		Jan	0				1697.0	0	1763	0			1	10.0	1.0
2370	2637	Kous		1.0		Claas	0				1717.0	1	1765	0		Persoonsgegevens: begraven op 19 september.	1		9.0
2371	2638	Witsen		1.0	4.0	Jonas	0				1705.0	0	1767	0			1	9.0	12.0
2372	2639	Zee	de	1.0		Hendrik	0				1703.0	0	1769	0		ov. 27-3 (mededeling Peter Swart) yy	1	27.0	3.0
2373	2640	Buyskes		1.0	4.0	Gerrit	0				1705.0	0	1780	0	Vroedschap: ontslagen op eigen verzoek 1772.		1	5.0	10.0
2374	2641	Roos		1.0		Jan	0				1719.0	0	1767	0		Persoonsgegevens: begraven op 28 maart.	1		3.0
2375	2642	Winder		1.0	4.0	Willem Willemsz.	0				1716.0	0	1789	0			1		
2376	2643	Boon		1.0		Hendrik	0				1718.0	0		0	Vroedschap: ontslagen op eigen verzoek 1771.		1		
2377	2644	Verschuer		1.0	4.0	Aarnoud Simon	0				1723.0	0		0	Vroedschap: ontslagen 1788.		1		
2378	2645	Mogge		1.0	4.0	Willem Ferdinand	0		Haamstede	Koudekerke, Welland	1731.0	0	1769	0			1	9.0	12.0
2379	2646	Braet		1.0		Jan	0		Zevender	Cabauw	1722.0	0	1802	0			1		
2380	2647	Barnevelt	van	1.0	4.0	Willem Hendrik	0					0	1791	0			1		6.0
2381	2648	Burch	van der	1.0	4.0	Franc Jansz.	0				1718.0	0	1775	0			1	17.0	3.0
2382	2649	Convent	van	1.0	3.0	Hendrik Arnoldusz.	0				1703.0	0	1787	0			1	22.0	11.0
2383	2652	Rees		1.0		Mattheus Mattheusz.	0					0	1785	0			1	10.0	10.0
2384	2653	Mirell	de	1.0	3.0	Adriaan	0				1717.0	1	1802	0			1		
2385	2654	Goes	van der	1.0	4.0	Adriaen Cornelisz.	0				1724.0	0	1803	0			1		
2386	2655	Bodeghem	van	1.0		Jacob	0				1705.0	0	1777	0			1	31.0	12.0
2387	2656	Brouwer		1.0		Jan Hendrik	0				1721.0	0	1779	0			1		
2388	2657	Gallis		1.0	3.0	FranÃ§ois	0				1714.0	0	1777	0			1	14.0	7.0
2389	2658	Blok		1.0		Roelof	0				1712.0	0	1776	0			1		
2390	2660	Nassau-Woudenbergh	van	4.0		Wigbold Adriaan	1		Woudenberg	Bergen	1729.0	0	1797	0	"Vroedschap: ontslagen op eigen verzoek 1788.
Heerlijkheden: verwerving Bergen 1792."		1	23.0	10.0
2391	2661	Molenaar		1.0		Klaas Klaasz.	0				1726.0	0	1788	0	Vroedschap: ontslagen 1788.		1		
2392	2662	Vossen	de Vries van	1.0	4.0	Meynard Elias	0				1735.0	0	1805	0			1	21.0	7.0
2393	2663	Warin		1.0		Nicolaas jr.	0				1720.0	0	1781	0			1	26.0	3.0
2394	2664	Mol		1.0		Dirk	0				1719.0	0	1789	0			1		
2395	2665	Marle	van	1.0		Theodorus Egbertus	0				1741.0	0		0			1		
2396	2666	Buyskes		1.0		Pieter	0				1736.0	0	1806	0			1	23.0	8.0
2397	2667	Pompe van Meerdervoort		1.0	4.0	Cornelis Pieter Abrahamsz.	0		Zwijndrecht		1720.0	0	1795	0	"Persoonsgegevens: Nederland's Adelsboek geeft onjuist jaar van overlijden 1782. 
Vroedschap: ontslagen op eigen verzoek 1787."	Persoonsgegevens: begraven op 5 april.	1		
2398	2668	Eijk	van der	1.0	4.0	Adriaan Dirk	0				1741.0	0	1817	0			1		
2399	2669	Appel	van den	1.0	3.0	Willem Gerardsz.	0				1717.0	0		0	Vroedschap: ontslagen 1787.		1		
2400	2671	Nooten	van	1.0	4.0	Bastiaen	0				1712.0	0	1790	0			1		2.0
2401	2672	Schilthouwer van Hoeij		1.0	4.0	Johan Abrahamsz.	0				1722.0	0	1793	0	Overig: secretaris van Gorinchem 1747-1769.		1		10.0
2402	2673	Hogendijk van Domselaar		1.0		Adrianus Johannes	0				1764.0	0	1811	0	Persoonsgegevens: Jager geeft 1763 als geboortejaar.		1		
2403	2674	Ras		1.0	4.0	Daniel	0				1732.0	0	1785	0			1	22.0	2.0
2404	2676	Backer		1.0	4.0	Willem	0				1733.0	0	1803	0	Vroedschap: ontslagen 1787.		1		
2405	2677	Hooft		1.0	4.0	DaniÃ«l	0		Vreeland		1741.0	0	1803	0	Vroedschap: ontslagen op eigen verzoek 1787.		1		
2406	2678	Poll	van de	1.0		Aegidius	0				1728.0	0	1795	0			1		
2407	2680	Berkhout		1.0		Jacob	0				1744.0	0	1814	0			1		
2408	2681	Loosen	van	1.0	4.0	Dirk Elias	0				1738.0	0	1812	0			1	2.0	6.0
2409	2682	Alewijn		1.0	4.0	Frederick	0				1737.0	0	1804	0			1		
2410	2683	Ewijck	van	1.0	4.0	Johannes Cyprianus	0		Engh en Themaat		1736.0	0	1811	0			1		
2411	2684	Solingen	van	1.0		Willem	0					0		0			1		
2412	2685	Hinlopen	van Goor	1.0	4.0	Jan	0				1753.0	0	1833	0			1	6.0	10.0
2413	2686	Pigeaud		1.0	4.0	Thomas Joannes	0				1744.0	0	1807	0			1	26.0	9.0
2414	2688	Cromhout		1.0		Anthony	0				1749.0	0	1810	0			1	9.0	3.0
2415	2689	Maurik	van	1.0		Anthonij	0		Hensbroek		1737.0	0		0			1		
2416	2690	Schaak	van	1.0		Hendrik	0				1735.0	0	1813	0	Persoonsgegevens: Jaarboek van het Centraal Bureau voor Genealogie geeft 5 juni als begraaf-, Bonke als overlijdensdatum.		1		
2417	2691	Bresser		1.0		AssuÃ«rus	0				1737.0	0	1798	0			1		
2418	2692	Weits		1.0		Christiaan Everhard	0					0	1793	0			1		
2419	2693	Genderen	van	1.0		Pieter Hendrik	0				1732.0	0		0			1		
2420	2694	Holk	van	1.0		Cornelis	0				1741.0	0		0			1		
2421	2695	Wassenaer-Obdam	van	4.0		Jacob Unico Willem	1		Wassenaar	Lage, Twickel, Obdam, Spierdijk, Wogmeer, Hensbroek, Zuidwijk, Kernhem, Weldam, Olidam	1769.0	0	1812	0	"Persoonsgegevens: Baerdt geeft ten onrechte jaar van overlijden 1794.
Overig: was grietman van Franekeradeel 1793-1794."		1	31.0	8.0
2422	2696	Pompe		1.0		Adriaen Jacobsz.	0				1732.0	0		0			1		
2423	2697	Eelbo		1.0		Daniel Paulusz.	0				1663.0	0	1729	0	Persoonsgegevens: Nieuw Nederlandsch Biografisch Woordenboek geeft afwijkende overlijdensdatum 2 in plaats van 8 november.		1	8.0	11.0
2424	2698	Repelaer		1.0	4.0	Hugo Anthonisz.	0				1676.0	0	1727	0	"Persoonsgegevens: Wapenheraut geeft 8, Van Dalen 14 november als overlijdensdatum.
Overig: was mogelijk ook nog gecommitteerde in de Rekenkamer ter Auditie van Holland in het Zuiderkwartier 1709-1711. Deze functie is bij Hugo Hugosz. Repelaer (1655-1713, elders in deze database) geplaatst, eveneens oudraad van Dordrecht."		1		
2425	2699	Backer		1.0	4.0	Willem Cornelis	0				1739.0	0	1809	0			1		
2426	2700	Wassenaer		3.0		Willem Lodewijk	1		Starrenburg	Ruiven, Maasland, Maassluis	1676.0	0	1720	0			1	28.0	1.0
2427	2701	Neurenburg	van	1.0		Johan Johansz.	0					0	1719	0			1	3.0	7.0
2428	2702	Oem van Wijngaerden		1.0	4.0	Gerard	0		Benthuizen	Zoetermeer		0	1598	0			1	6.0	5.0
2429	2703	Mauregnault	de	1.0	4.0	Johan	0				1685.0	0	1757	0	Overig: was pensionaris van Veere.		1	28.0	12.0
2430	2704	Mieden	van der	1.0	4.0	Adriaen	0		Opmeer		1702.0	0	1764	0	Heerlijkheid: verwerving 1762.		1	13.0	11.0
2431	2705	Slicher		1.0	4.0	Wigbold	0				1714.0	0	1790	0			1	24.0	10.0
2432	2706	Hallinc		1.0	4.0	Jacob Paulusz.	0				1532.0	0	1596	0			1	25.0	10.0
2433	2707	Loenius		1.0	4.0	Johan	0					0	1641	0	Overig: was secretaris van Edam.		1	13.0	9.0
2434	2708	Mathenesse	van	1.0		Johan	1	jonkheer				0	1625	0			1	21.0	9.0
2435	2709	Muylwijk	van	1.0	4.0	Willem Boudewijnsz.	0				1585.0	1	1644	0	Persoonsgegevens: geboortejaar mogelijk 1586. De Riemer en Balen geven afwijkende overlijdensdatum 2 februari.		1	11.0	2.0
2436	2710	Block		1.0	4.0	Hugo	0				1590.0	1	1661	0			1	6.0	9.0
2437	2711	Lyere	van	1.0		Willem	1	jonkheer	Oosterwijk			0	1649	0			1	8.0	9.0
